사업장명,도로명주소,위도,경도
의료법인 힐링의료재단 옥천성모병원,충청북도 옥천군 옥천읍 성왕로 1195,36.313417574512776,127.56918021393057
충청남도 공주의료원,충청남도 공주시 무령로 77 (웅진동),36.45914470831803,127.1064179514006
충청남도서산의료원,충청남도 서산시 중앙로 149 (석림동),36.77550655832129,126.46261082576711
서산중앙병원,충청남도 서산시 수석산업로 5 (수석동),36.781771689373294,126.50061557363155
전주고려병원,전북특별자치도 전주시 덕진구 안덕원로 367 (산정동),35.83991161314684,127.16401856152213
의료법인영경의료재단전주병원,"전북특별자치도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",35.81519416047857,127.12184184291344
의료법인오성의료재단동군산병원,전북특별자치도 군산시 조촌로 149 (조촌동),35.977533859522254,126.73430749849608
전북특별자치도 남원의료원,전북특별자치도 남원시 충정로 365 (고죽동),35.43185582841938,127.40525662521546
의료법인해민의료재단 세안종합병원,전라남도 목포시 고하대로 795-2 (연산동),34.8168785483207,126.37726483732051
목포한국병원,전라남도 목포시 영산로 483 (상동),34.80898923389553,126.41353992721281
목포기독병원,전라남도 목포시 백년대로 303 (상동),34.80423022183074,126.41735438931602
의료법인목포구암의료재단 목포중앙병원,전라남도 목포시 영산로 627 (석현동),34.82151347269407,126.41870488124854
여수전남병원,"전라남도 여수시 좌수영로 49 (광무동, 전남병원)",34.74496988783913,127.7250020172338
순천제일병원,전라남도 순천시 기적의도서관1길 3 (조례동),34.95499549456565,127.52127742164946
근로복지공단 순천병원,전라남도 순천시 조례1길 24 (조례동),34.96097151276471,127.5222805022899
순천중앙병원,전라남도 순천시 장명로 5 (장천동),34.951246180027695,127.48147834529232
전라남도순천의료원,전라남도 순천시 서문성터길 2 (매곡동),34.95841024566835,127.48074579252552
의료법인한국의료재단한국병원,전라남도 순천시 우명길 42 (연향동),34.94771340782236,127.5093948377483
의료법인 우범의료재단 장흥종합병원,전라남도 장흥군 장흥읍 흥성로 74,34.677051534386656,126.90804461484531
전라남도강진의료원,전라남도 강진군 강진읍 탐진로 5,34.637409280602384,126.75390900801939
대송의료재단무안병원,전라남도 무안군 무안읍 몽탄로 65,34.99204109842963,126.4865684879085
포항성모병원,경상북도 포항시 남구 대잠동길 17 (대잠동),36.01652019569442,129.33683626989952
의료법인 덕산의료재단 김천제일병원,경상북도 김천시 신음1길 12 (신음동),36.13548114363043,128.11611338611576
경상북도안동의료원,"경상북도 안동시 태사2길 55 (북문동, 470)",36.56798351031025,128.72935036755248
의)근원의료재단 경산중앙병원,경상북도 경산시 경안로 11 (백천동),35.808719010946675,128.73629702548703
제일병원,경상남도 진주시 진주대로 885 (강남동),35.17934459607461,128.08731039264023
경상국립대학교병원,경상남도 진주시 강남로 79 (칠암동),35.177142842817375,128.0924995249562
의료법인 문병욱의료재단 진주고려병원,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",35.17849588788604,128.08916023477235
한일병원,"경상남도 진주시 범골로 17, 한일병원 지하1 1~7층 (충무공동)",35.16673214631333,128.12574684137522
새통영병원,경상남도 통영시 무전7길 192 (무전동),34.865347064974735,128.41780154085708
의료법인갑을의료재단 갑을장유병원,경상남도 김해시 장유로 167-13 (부곡동),35.208635470583275,128.80272385377415
의료법인숭인의료재단 김해복음병원,경상남도 김해시 활천로 33 (삼정동),35.230614098575266,128.89031068524994
의료법인환명의료재단 조은금강병원,경상남도 김해시 김해대로 1814-37 (삼계동),35.262283508268105,128.85792368870716
강일병원,경상남도 김해시 가락로 359 (구산동),35.256273283368046,128.86701943026785
의료법인 성념의료재단맑은샘병원,경상남도 거제시 연초면 거제대로 4477,34.89769730560393,128.64072303299946
의료법인 거붕 백병원,경상남도 거제시 계룡로5길 14 (상동동),34.873276535370614,128.62354903886654
양산성모병원,경상남도 양산시 서창로 59 (명동),35.4064075171589,129.16159427027566
베데스다복음병원,경상남도 양산시 신기로 28 (신기동),35.353193092236246,129.04066420816446
양산부산대학교병원,경상남도 양산시 물금읍 금오로 20,35.3251518920107,129.0039464757926
의료법인 은혜와감사의료재단 화성중앙종합병원,경기도 화성시 만세구 향남읍 발안로 5,37.131352264048125,126.90798273077738
참조은병원,경기도 광주시 광주대로 45 (경안동),37.41097156951191,127.25731212635344
경기도의료원포천병원,경기도 포천시 포천로 1648 (신읍동),37.9031445184101,127.1945228447059
의료법인 일심의료재단 포천우리병원,경기도 포천시 소흘읍 호국로 661,37.82741389519246,127.14502176379892
창원경상국립대학교병원,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",35.19948616515486,128.70469951298773
연세에스병원,경상남도 창원시 진해구 해원로32번길 13 (이동),35.154711107495814,128.69544127873243
근로복지공단 창원병원,경상남도 창원시 성산구 창원대로 721 (중앙동),35.21848870367803,128.66852211479605
경상남도마산의료원,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),35.199216284486134,128.56253289956322
창원한마음병원,경상남도 창원시 의창구 용동로57번길 8 (사림동),35.23789865258618,128.69615551598358
의료법인석영의료재단창원제일종합병원,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),35.19911140036725,128.56480459850548
의료법인합포의료재단에스엠지연세병원,"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",35.186288044019165,128.55869891401974
의료법인청아의료재단청아병원,경상남도 창원시 마산회원구 내서읍 광려천서로 67 (청아병원),35.24780051245485,128.50655454869698
세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",36.51959738325256,127.25522332551765
의료법인 영제 의료재단 엔케이세종병원,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",36.47962067423082,127.2593685050965
세종여주병원,"경기도 여주시 청심로 39, 세종여주병원 (하동)",37.301435875738015,127.62216972061309
청주성모병원,충청북도 청주시 청원구 주성로 173-19 (주중동),36.673661723029696,127.48304266537097
의료법인한마음의료재단하나병원,"충청북도 청주시 흥덕구 2순환로 1262, 하나병원 (가경동)",36.623624457554705,127.42800348093316
의료법인정산의료재단효성병원,충청북도 청주시 상당구 쇠내로 16 (금천동),36.624377783130385,127.49245448661674
인천힘찬종합병원,"인천광역시 남동구 논현로 72-0, 인천힘찬종합병원층 (논현동)",37.401233632158124,126.71155638412915
가톨릭대학교인천성모병원,"인천광역시 부평구 동수로 56-0, 가톨릭대학교인천성모병원층 (부평동)",37.484296075254164,126.72227194085728
산재의료관리원 인천중앙병원,인천광역시 부평구 무네미로 446 (구산동),37.47622523514952,126.75100067819247
인천기독병원,"인천광역시 중구 답동로30번길 10, (율목동)층 (율목동)",37.471198543095326,126.62904673868375
인천적십자병원,인천광역시 연수구 원인재로 263 (연수동),37.418454052319916,126.6866947032863
인천광역시의료원,"인천광역시 동구 방축로 217, 217층 (송림동)",37.478624835449054,126.66571911553217
의료법인 길의료재단 길병원,"인천광역시 남동구 남동대로774번길 21-0, 의료법인길의료재단길병원층 (구월동)",37.45185611118401,126.7063253976573
인하대학교의과대학부속병원,"인천광역시 중구 인항로 27-0, 인하대학병원층 (신흥동3가)",37.458618271145895,126.63103772251
의료법인 인천사랑병원,"인천광역시 미추홀구 미추홀대로 726-0, 인천사랑병원층 (주안동)",37.46214596705691,126.6778006293745
의료법인루가의료재단 나은병원,"인천광역시 서구 원적로 23, 23층 (가좌동)",37.489250920909264,126.67686419753664
한림병원,"인천광역시 계양구 장제로 722, (작전동)층 (작전동)",37.53214200873025,126.73144542197461
검단탑병원,"인천광역시 서구 청마로19번길 5, (당하동)층 (당하동)",37.59252024497321,126.66821598577863
(의)나사렛의료재단 나사렛국제병원,"인천광역시 연수구 먼우금로 98,  (동춘동)층 (동춘동)",37.408141068994716,126.66762725850698
현대유비스병원,"인천광역시 미추홀구 독배로 503-0, 현대유비스병원층 (숭의동)",37.46150382126608,126.64007183076998
가톨릭관동대학교 국제성모병원,"인천광역시 서구 심곡로100번길 25-0, 인천국제성모병원층 (심곡동)",37.54237264635307,126.68071319232038
인천세종병원,"인천광역시 계양구 계양문화로 20-0, 인천세종병원층 (작전동,인천세종병원)",37.53207979376131,126.73394128401551
비에스종합병원,"인천광역시 강화군 강화읍 충렬사로 31-0,  층",37.73685444787084,126.48236264968271
조선대학교병원,광주광역시 동구 필문대로 365 (학동),35.13903704664729,126.92280804031172
광주보훈병원,광주광역시 광산구 첨단월봉로 99 (산월동),35.20779203801772,126.84659594557748
하남성심병원,광주광역시 광산구 용아로 259 (산정동),35.16663107519817,126.79813956505838
광주현대병원,광주광역시 북구 설죽로 291 (용봉동),35.185655802857276,126.89509331846763
서광병원,광주광역시 서구 금화로59번길 6 (금호동),35.1325871254536,126.85282794371027
상무병원,광주광역시 서구 상무자유로 181-7 (치평동),35.15274622093581,126.85099940958568
광주한국병원,광주광역시 서구 월드컵4강로 223 (쌍촌동),35.15608084199103,126.86555833959157
광주기독병원,광주광역시 남구 양림로 37 (양림동),35.136689757039555,126.90919401682784
전남대학교병원,광주광역시 동구 제봉로 42 (학동),35.141726537132044,126.91913346892724
광주센트럴병원,"광주광역시 광산구 수완로 6-0, A,B,C동 (신가동)",35.18570684648782,126.82655785772229
광주희망병원,광주광역시 북구 하서로 429 (용두동),35.213446527087775,126.87182569937801
광주병원,광주광역시 북구 면앙로139번길 51 (두암동),35.1788735981034,126.92527841266597
광주씨티병원,광주광역시 남구 서문대로654번길 5 (진월동),35.11772750058541,126.89654320240896
첨단종합병원,광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),35.221181119150884,126.84225871619407
광주일곡병원,광주광역시 북구 양일로 309 (일곡동),35.20286128695675,126.89471948892329
해피뷰병원,"광주광역시 북구 경열로 216-0, 해피뷰병원층 (유동,해피뷰병원)",35.15860318516964,126.90382931428714
동아병원,광주광역시 남구 대남대로 238 (백운동),35.13470892303828,126.89699970083582
신가병원,광주광역시 광산구 목련로 316 (신가동),35.17745886013007,126.82673452279084
미래로21병원,광주광역시 서구 화운로 1 (화정동),35.14107280140967,126.88239927493113
선한병원,광주광역시 서구 무진대로 975-0 (광천동),35.16160502362499,126.88409772121595
운암한국병원,광주광역시 북구 북문대로 191 (운암동),35.18509738486572,126.86685310761644
광주수완병원,광주광역시 광산구 임방울대로 370 (수완동),35.193180888341544,126.8212987861454
KS병원,광주광역시 광산구 왕버들로 220 (수완동),35.19818374587849,126.8300135261615
학교법인 을지학원 대전을지대학교병원,"대전광역시 서구 둔산서로 95, (둔산동)층 (둔산동)",36.35506731522801,127.37909750375825
의료법인 영훈의료재단 대전선병원,"대전광역시 중구 목중로 29, (목동)층 (목동)",36.33599783186705,127.40725798977039
대전한국병원,"대전광역시 동구 동서대로 1672,  (성남동)층 (성남동)",36.348317596455615,127.4328641175129
의료법인영훈의료재단 유성선병원,"대전광역시 유성구 북유성대로 93-0,  0동 0호 (지족동,유선성병원)층 (지족동)",36.37512595367029,127.32200965384159
대전보훈병원,"대전광역시 대덕구 대청로82번길 147, 147층 (신탄진동)",36.44713729027642,127.43679599438669
학교법인 건양교육재단 건양대학교병원,"대전광역시 서구 관저동로 158, (관저동)층 (관저동)",36.3069270551132,127.34026572192204
재단법인베스티안재단베스티안병원,충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0,36.63624102327949,127.31876790935081
청주성모병원,"충청북도 청주시 청원구 주성로 173-19, 청주성모병원층 (주중동)",36.673661723029696,127.48304266537097
의료법인한마음의료재단하나병원,"충청북도 청주시 흥덕구 2순환로 1262-0, 하나병원층 (가경동)",36.623624457554705,127.42800348093316
의료법인 건명의료재단 중앙제일병원,"충청북도 진천군 진천읍 중앙북로 36-0, 진천성모병원층",36.85852849047654,127.43764953368525
충청북도 청주의료원,"충청북도 청주시 서원구 흥덕로 48-0, 청주의료원층 (사직동)",36.640729118826215,127.47054906403804
의료법인 자산의료재단 제천서울병원,"충청북도 제천시 숭문로 57-0, 서울병원층 (서부동)",37.13874903697697,128.20314377572151
충북대학교병원,"충청북도 청주시 서원구 1순환로 776-0, 충북대학교병원층 (개신동)",36.62386874432851,127.45872051783411
의료법인 힐링의료재단 옥천성모병원,"충청북도 옥천군 옥천읍 성왕로 1195-0,  층",36.313417574512776,127.56918021393057
의료법인 인화재단 한국병원,"충청북도 청주시 상당구 단재로 106-0, 한국병원층 (영운동)",36.61981854065126,127.49342817981658
의료법인 정산의료재단 효성병원,"충청북도 청주시 상당구 쇠내로 16-0, 효성병원층 (금천동)",36.624377783130385,127.49245448661674
의료법인 명지의료재단 명지병원,"충청북도 제천시 내토로 991-0, 의료법인명지의료재단명지병원층 (고암동)",37.16338479528851,128.23127742889704
충청북도 충주의료원,"충청북도 충주시 안림로 239-50, 충청북도충주의료원층 (안림동)",36.978425678449156,127.96710003456936
당진종합병원,충청남도 당진시 반촌로 5-15 (시곡동),36.90434182895558,126.68137740707564
재단법인 아산사회복지재단 부속 보령아산병원,충청남도 보령시 죽성로 136 (죽정동),36.38056964749619,126.62028772419632
의료법인 백제병원,충청남도 논산시 시민로294번길 14 (취암동),36.19257769991439,127.09093482495015
순천향대학교부속 천안병원,"충청남도 천안시 동남구 순천향6길 31,  5동 (봉명동,순천향대학교병원)층 (봉명동)",36.8025931491051,127.13281909170222
충청남도 공주의료원,"충청남도 공주시 무령로 77,  (웅진동)층 (웅진동)",36.45914470831803,127.1064179514006
충청남도 홍성의료원,충청남도 홍성군 홍성읍 조양로 224,36.59895720484692,126.67147359437791
충청남도 천안의료원,충청남도 천안시 동남구 충절로 537 (삼룡동),36.77546110465645,127.17716696142898
의료법인 영서의료재단 천안충무병원,충청남도 천안시 서북구 다가말3길 8 (쌍용동),36.79747563337341,127.12874095610816
서산중앙병원,"충청남도 서산시 수석산업로 5,  (수석동)층 (수석동)",36.781771689373294,126.50061557363155
의료법인 예당의료재단 예산종합병원,충청남도 예산군 예산읍 금오대로 94,36.690749536399984,126.83539062038221
아산충무병원,충청남도 아산시 문화로 381 (모종동),36.77930907921044,127.01700822921796
의료법인청언의료재단 순천제일병원,전라남도 순천시 기적의도서관1길 3 (조례동),34.95499549456565,127.52127742164946
의료법인해민의료재단 세안종합병원,"전라남도 목포시 고하대로 795-2, (연산동)층 (연산동)",34.8168785483207,126.37726483732051
해남우리종합병원,전라남도 해남군 옥천면 해남로 597,34.58411212797824,126.64360643907933
빛가람종합병원,전라남도 나주시 정보화길 49-0 (빛가람동),35.02451726447119,126.79628448764419
화순전남대학교병원,전라남도 화순군 화순읍 서양로 322,35.05936105808975,127.00007365133806
광양사랑병원,"전라남도 광양시 공영로 71,  (중동)층 (중동)",34.93616350845391,127.69410157214533
의료법인한마음의료재단 여수제일병원,"전라남도 여수시 쌍봉로 70,  (학동)층 (학동)",34.76594238545347,127.6606802365872
여천전남병원,"전라남도 여수시 무선로 95,  (선원동)층 (선원동)",34.769622679378124,127.65114229486585
의료법인목포구암의료재단 목포중앙병원,전라남도 목포시 영산로 623 (석현동),34.82104773485592,126.4179387562266
목포기독병원,전라남도 목포시 백년대로 303 (상동),34.80423022183074,126.41735438931602
성가롤로병원,전라남도 순천시 순광로 221 (조례동),34.96471065417033,127.5402406023646
의료법인한국의료재단 순천한국병원,전라남도 순천시 우명길 42 (연향동),34.94771340782236,127.5093948377483
의료법인현경의료재단 광양서울병원,전라남도 광양시 진등길 93 (마동),34.957246265158574,127.68849546799974
순천중앙병원,전라남도 순천시 장명로 5 (장천동),34.95127227431123,127.48162439911108
의료법인대송의료재단 무안병원,전라남도 무안군 무안읍 몽탄로 65,34.99204109842963,126.4865684879085
목포한국병원,전라남도 목포시 영산로 483 (상동),34.80916745566956,126.41345900629985
전라남도 순천의료원,전라남도 순천시 서문성터길 2 (매곡동),34.95841024566835,127.48074579252552
의료법인 우범의료재단 장흥종합병원,"전라남도 장흥군 장흥읍 흥성로 74, 74층",34.677051534386656,126.90804461484531
근로복지공단 순천병원,"전라남도 순천시 조례1길 24,  (조례동)층 (조례동)",34.96097151276471,127.5222805022899
전라남도 강진의료원,전라남도 강진군 강진읍 탐진로 5,34.637331833887316,126.75488031381465
목포시의료원,"전라남도 목포시 이로로 18,  (용해동)층 (용해동)",34.803979861141926,126.40247557073971
의료법인영성의료재단 고흥종합병원,전라남도 고흥군 고흥읍 고흥로 1935,34.62109445092371,127.29111592513772
의료법인행촌의료재단 해남종합병원,전라남도 해남군 해남읍 해남로 45,34.571689557490004,126.60974237295879
영광종합병원,전라남도 영광군 영광읍 와룡로 3,35.284326515829456,126.49640791522177
나주종합병원,"전라남도 나주시 영산로 5419, 나주종합병원층 (성북동,나주종합병원)",35.03645071889869,126.71849295958762
의료법인거명의료재단 영광기독병원,전라남도 영광군 영광읍 신남로 265,35.274942671493605,126.50802008443752
여수전남병원,"전라남도 여수시 좌수영로 49,  (광무동)층 (광무동)",34.74496988783913,127.7250020172338
영주적십자병원,"경상북도 영주시 대학로 327-0, 영주적십자병원층 (가흥동,영주적십자병원)",36.825152651656005,128.60113569023372
상주적십자병원,경상북도 상주시 상서문로 53 (남성동),36.41454386558545,128.15272554790064
경상북도김천의료원,경상북도 김천시 모암길 24 (모암동),36.122453143688105,128.12378725099776
경상북도포항의료원,"경상북도 포항시 북구 용흥로 36,  (용흥동)층 (용흥동)",36.035089245938764,129.35180439151463
동국대학교의과대학경주병원,경상북도 경주시 동대로 87 (석장동),35.858240996671285,129.192165142146
영남대학교의과대학부속영천병원,경상북도 영천시 오수1길 10 (오수동),35.957383620476485,128.9105663045464
구미강동병원,경상북도 구미시 인동20길 46 (진평동),36.09605710360394,128.42011643918687
포항성모병원,"경상북도 포항시 남구 대잠동길 17,  (대잠동)층 (대잠동)",36.01652019569442,129.33683626989952
안동성소병원,경상북도 안동시 서동문로 99 (금곡동),36.56711979013094,128.71994136279
의료법인안동병원,경상북도 안동시 앙실로 11 (수상동),36.546823624794655,128.69808001753475
의료법인 근원의료재단 경산중앙병원,경상북도 경산시 경안로 11 (백천동),35.80884117473454,128.73737341930712
에스포항병원,경상북도 포항시 남구 희망대로 352 (이동),36.03519347272219,129.32893470822907
의료법인한성재단포항세명기독병원,경상북도 포항시 남구 포스코대로 351 (대도동),36.01757293145649,129.3590639627733
순천향대학교 부속 구미병원,"경상북도 구미시 1공단로 179,  (공단동)층 (공단동)",36.10292023362158,128.37978945877316
경상북도안동의료원,경상북도 안동시 태사2길 55 (북문동),36.56798351031025,128.72935036755248
의료법인동춘의료재단문경제일병원,경상북도 문경시 당교3길 25 (모전동),36.584707538434095,128.18638672495462
의료법인삼백의료재단상주성모병원,경상북도 상주시 냉림서성길 7 (냉림동),36.420282141252926,128.15687435532791
의료법인덕산의료재단김천제일병원,경상북도 김천시 신음1길 12 (신음동),36.13548114363043,128.11611338611576
의료법인 서명의료재단 세명종합병원,경상북도 경산시 경안로 208 (중방동),35.826119886450584,128.73456479112585
의료법인은성의료재단좋은선린병원,경상북도 포항시 북구 대신로 43 (대신동),36.04804654405882,129.36422888374548
차의과학대학교부속구미차병원,경상북도 구미시 신시로10길 12 (형곡동),36.11446602399642,128.33763880335266
제주대학교병원,"제주특별자치도 제주시 아란13길 15-0,  0동 0층 0호 (아라일동,제주대학교병원)층 (아라일동)",33.46719474700914,126.54263818371147
의료법인 중앙의료재단 중앙병원,"제주특별자치도 제주시 월랑로 91-0, 중앙병원층 (이호이동)",33.49190355506424,126.46721925378222
제주한라병원,"제주특별자치도 제주시 도령로 65,  (연동)층 (연동)",33.49035966431891,126.48203618053294
제주특별자치도 서귀포의료원,"제주특별자치도 서귀포시 장수로 47-0, 서귀포의료원층 (동홍동,서귀포의료원)",33.255901756467345,126.56092995522563
한마음병원,"제주특별자치도 제주시 연신로 52, (이도이동)층 (이도이동)",33.49666276216014,126.54345156595339
의료법인 혜인의료재단 한국병원,제주특별자치도 제주시 서광로 193 (삼도일동),33.50039053836465,126.51418318964771
연세대학교 원주세브란스기독병원,"강원특별자치도 원주시 일산로 20-0,  (일산동)층 (일산동)",37.34810532354767,127.9423573561144
근로복지공단 태백병원,"강원특별자치도 태백시 보드미길 8,  (장성동)층 (장성동)",37.103983326065816,129.00130620342642
강릉아산병원,"강원특별자치도 강릉시 사천면 방동길 38-0, 강릉아산병원층",37.8181783655,128.85563290296685
강원특별자치도영월의료원,"강원특별자치도 영월군 영월읍 중앙1로 59-0, 영월의료원층 (영월의료원)",37.18651414152141,128.46222138606174
의료법인 동해동인병원,"강원특별자치도 동해시 하평로 26,  (평릉동)층 (평릉동)",37.53005547115628,129.10450539141019
강원특별자치도원주의료원,"강원특별자치도 원주시 서원대로 387,  (개운동)층 (개운동)",37.33296109833442,127.94578182153643
강원특별자치도강릉의료원,"강원특별자치도 강릉시 경강로 2007-0, 강릉의료원층 (남문동)",37.74943922518936,128.8861569257624
강원특별자치도속초의료원,"강원특별자치도 속초시 영랑호반길 3,  (영랑동)층 (영랑동)",38.216498010270946,128.58597333769717
근로복지공단 동해병원,"강원특별자치도 동해시 하평로 11,  (평릉동)층 (평릉동)",37.531369327046356,129.10498537746844
한림대학교춘천성심병원,"강원특별자치도 춘천시 삭주로 77, 77층 (교동)",37.88374436341683,127.73671602583265
홍천아산병원,"강원특별자치도 홍천군 홍천읍 산림공원1길 17, 17층",37.69084186664382,127.89189730123728
의산의료재단 강릉고려병원,"강원특별자치도 강릉시 옥가로 30, 30층 (옥천동)",37.75898461139205,128.89689809103407
온재병원,"강원특별자치도 속초시 중앙로 11-0, 속초보광병원층 (교동)",38.19815199463259,128.57551007301188
재단법인 아산사회복지재단 정읍아산병원,"전북특별자치도 정읍시 충정로 606-22, (용계동)층 (용계동)",35.588771273985074,126.82074667104216
원광대학교병원,"전북특별자치도 익산시 무왕로 895, (신동)층 (신동)",35.96783774213084,126.95520517217282
전북대학교병원,"전북특별자치도 전주시 덕진구 건지로 20,  (금암동)층 (금암동)",35.847008285768446,127.13786981306842
전북특별자치도 남원의료원,"전북특별자치도 남원시 충정로 365, (고죽동)층 (고죽동)",35.43185582841938,127.40525662521546
의료법인석천재단고창병원,전북특별자치도 고창군 고창읍 화신1길 9,35.4363544614908,126.69040539113581
의료법인영경의료재단전주병원,"전북특별자치도 전주시 완산구 한두평3길 13, (중화산동2가, 전주병원)층 (중화산동2가)",35.81519416047857,127.12184184291344
의료법인 오성의료재단 동군산병원,"전북특별자치도 군산시 조촌로 149,  (조촌동)층 (조촌동)",35.977533859522254,126.73430749849608
재단법인예수병원유지재단예수병원,"전북특별자치도 전주시 완산구 서원로 365, (중화산동1가, 예수병원)층 (중화산동1가)",35.814370894762575,127.13022602702638
부안성모병원,전북특별자치도 부안군 부안읍 오정2길 24,35.72478422999952,126.73157423199294
전주고려병원,"전북특별자치도 전주시 덕진구 안덕원로 367, (산정동)층 (산정동)",35.83991161314684,127.16401856152213
익산병원,"전북특별자치도 익산시 무왕로 969, (신동)층 (신동)",35.96182421578206,126.96379705477223
전북특별자치도 군산의료원,"전북특별자치도 군산시 의료원로 27, (지곡동, 군산의료원)층 (지곡동)",35.954594280586065,126.70950159310866
대자인병원,"전북특별자치도 전주시 덕진구 견훤로 390, (우아동3가)층 (우아동3가)",35.845945411487385,127.15052151458454
정읍한국병원,"전북특별자치도 정읍시 서부산업도로 425-12,  1동 (농소동,한국병원)층 (농소동)",35.58434207133048,126.84847427990921
